Cellvibrio sp. KY-YJ-3	2	1.06902359144444e-04	1.29470668307382e-05
Hirsutella rhossiliensis	4	3.29882407102372e-04	1.26280379800696e-04
Hymenobacter sp. HDW8	2	9.69651239510543e-04	2.40918229207027e-05
Aminobacter lissarensis	5	1.43274861769695e-03	2.59647313967092e-03
Sphingomonas paucimobilis	39	4.62162344025467e-04	1.04591885488852e-03
Enterococcus sp. VV15	1	3.67843963533421e-04	0.00000000000000e+00
Bradyrhizobium sp. CCBAU 53340	24	1.84931993050164e-04	2.20396717194557e-04
Microbacterium sp. KSW4-6	5	2.98074630038419e-04	1.59622544885721e-04
Streptococcus sp. 1449	8	1.48680264721943e-03	1.14158333189262e-03
Pseudomonas sp. DTU12.1	6	2.99058156108704e-04	1.74058929297506e-04
Ruminococcus sp. AM31-32	1	5.69648014491845e-05	0.00000000000000e+00
Microbacterium sp. AG790	31	1.77603003154267e-03	1.01006874422155e-03
Bradyrhizobium erythrophlei	62	7.63137040994718e-04	2.63254872494118e-03
Nocardia cyriacigeorgica	134	4.09850317037332e-02	1.14871697262002e-01
Acinetobacter sp. Ac_3412	6	2.10293283888439e-04	2.23368032032594e-04
Acholeplasma multilocale	1	6.22595225939807e-03	0.00000000000000e+00
Nocardiopsis alba	6	2.24477544648467e-04	1.53595893763007e-04
Halomonas gudaonensis	4	1.88399593253375e-04	1.18322814145792e-04
Pseudomonas sp. HN8-3	1	2.60948076551728e-04	0.00000000000000e+00
Streptomyces sp. ISL-99	2	1.29402027609933e-04	9.29893111189896e-06
Streptomyces sp. Root431	4	3.51723982285407e-04	2.07822290427756e-04
Pseudarthrobacter sp. BIM B-2242	9	4.13584310892179e-04	4.86872030115293e-04
Endozoicomonas sp. Mp262	1	5.69648014491845e-05	0.00000000000000e+00
Psychroflexus torquis	1	2.71793858491615e-04	0.00000000000000e+00
Leptotrichia wadei	13	1.22201133183869e-04	5.69241222835055e-05
Kocuria sp. JC486	8	1.47578401137233e-04	8.42003409376366e-05
Streptacidiphilus neutrinimicus	2	1.78616576327163e-04	1.49730263006162e-04
Anaerosalibacter massiliensis	1	1.13394639767341e-04	0.00000000000000e+00
Caballeronia sp. SBC2	40	3.58139461196070e-04	5.97601999524107e-04
Pantoea sp. Aalb	8	1.32636954401938e-04	7.31300168783387e-05
[Candida] glabrata	2	1.63962738778943e-04	1.77160788698465e-05
Polynucleobacter sp. AP-Sving-400A-A2	12	1.43707680149392e-04	8.55694215405959e-05
Corynebacterium sp. KPL1998	1	9.28028555067428e-05	0.00000000000000e+00
Sphingomonas sp. ZFBP2030	18	1.42992940253771e-04	7.29701427630007e-05
Pseudoclavibacter sp. VKM Ac-2867	4	2.66908027778161e-04	1.20449571645065e-04
Bradyrhizobium sp. 41S5	91	1.10368605904084e-03	8.81456855392484e-04
Ruminococcus sp. AF31-14BH	1	1.38356026027536e-03	0.00000000000000e+00
Streptococcus phage TP-J34	1	3.28346839333325e-04	0.00000000000000e+00
Janibacter melonis	140	4.45885656616013e-02	8.96824751555313e-02
Lentibacillus sp. CBA3610	1	1.30501366675563e-04	0.00000000000000e+00
Neisseria sp. HMSC063B05	13	2.84220717057228e-03	7.38363825667546e-03
Pseudomonas lini	7	2.98880703272921e-04	3.44941797783182e-04
Planococcus wigleyi	7	2.29004166296215e-04	2.79810815389084e-04
Streptomyces sp. NBRC 109436	1	5.69648014491845e-05	0.00000000000000e+00
Microbacterium cremeum	23	2.65536301436127e-03	1.17377728685370e-03
Niveispirillum irakense	3	1.04872911604101e-04	5.58489186799028e-05
Verticillium dahliae	6	6.82416588819910e-04	6.77093101082295e-04
Sphingobium sp. EP60837	6	9.72104833990823e-05	3.32599614199517e-05
Photobacterium damselae	79	9.98731620029657e-04	4.96518361039368e-04
Marinomonas aquiplantarum	1	3.74403107845318e-04	0.00000000000000e+00
Bacillus thuringiensis	143	3.47974522180945e-02	5.28385086586032e-02
Lactococcus phage 63301	1	1.74116077965697e-04	0.00000000000000e+00
Burkholderia sp. Nafp2/4-1b	137	6.84634441684518e-02	3.41197369052984e-02
Antarcticibacterium sp. 1MA-6-2	3	1.39754540959251e-04	7.66562411577047e-05
Owenweeksia hongkongensis	1	1.73626755605236e-04	0.00000000000000e+00
Devosia rhizoryzae	8	1.74104989850902e-04	9.63838995779922e-05
Bradyrhizobium cosmicum	26	3.33446732655954e-04	6.36273573250641e-04
Streptococcus thoraltensis	10	1.67353123841994e-03	1.59725897311358e-03
Pseudomonas sp. BIOMIG1BD	1	1.25902231126028e-04	0.00000000000000e+00
Pseudomonas sp. OIL-1	6	2.31670023040133e-04	1.41499091247669e-04
Cryptosporidium parvum	14	2.40851735352805e-03	2.56444381250606e-03
Nocardioides yefusunii	3	4.55330031659467e-04	4.08382834508195e-04
Halochromatium roseum	3	4.60725980383607e-04	4.87755899182174e-04
Escherichia sp. E2562	6	3.00344127820726e-03	4.11333094338217e-03
Streptococcus gallolyticus	10	2.33589957341200e-03	2.31205592627332e-03
Prevotella fusca	5	3.01772010950533e-04	3.27563019486694e-04
Pasteurella multocida	54	1.05889213699877e-03	2.96823234779508e-03
Bacillus sp. SB49	1	1.05313253746703e-04	0.00000000000000e+00
Kriegella aquimaris	1	2.36133642196137e-04	0.00000000000000e+00
Oceanisphaera profunda	1	6.24263797899839e-05	0.00000000000000e+00
Roseimaritima multifibrata	1	1.54367202526682e-03	0.00000000000000e+00
Pseudomonas sp. 51_B	120	6.42122228671894e-03	1.35310509761178e-02
Nissabacter sp. SGAir0207	47	2.45113999628711e-04	1.43946374516819e-04
Streptococcus sp. HMSC063B03	26	5.49260423646034e-03	1.28051041647312e-02
Collinsella sp. AF25-2LB	1	1.38356026027536e-03	0.00000000000000e+00
Paenibacillus yonginensis	5	3.16907401580953e-04	2.07236652274192e-04
Pseudomonas sp. UMAB-40	4	8.04197981808829e-05	8.87896601068193e-06
Nesterenkonia sp. E16_10	10	2.22856203794507e-03	6.21502061853477e-03
Photorhabdus namnaonensis	1	3.47253511210472e-04	0.00000000000000e+00
Acidovorax sp. 5MLIR	8	3.74889401587717e-04	4.16704463408543e-04
Klenkia soli	14	1.39763718520115e-04	1.06299973208887e-04
Wallemia mellicola	14	2.69532417919273e-04	4.39264939640702e-04
Sporosarcina sp. Marseille-Q4943	3	2.59364139725377e-04	1.97577507202678e-04
Carbonactinospora thermoautotrophica	2	3.10287469186822e-04	3.84936106952068e-05
Mytilinidion resinicola	2	1.14483151528410e-04	5.53548630041231e-07
Symbiopectobacterium purcellii	2	1.04232042258367e-03	5.21440155767965e-04
Pedobacter nyackensis	11	1.94532520857982e-03	2.24039675576090e-03
Microvirga flocculans	3	1.20590764500635e-04	1.87151659870350e-05
Rhodococcus sp. P1Y	8	1.73568558865355e-04	1.12150668723779e-04
Leifsonia sp. CL147	1	3.27256185960055e-03	0.00000000000000e+00
Hoeflea sp. 108	10	1.37856264910511e-04	5.16983257257954e-05
Prevotella koreensis	9	4.49998071225602e-04	7.30763920213499e-04
Prevotella oulorum	9	2.53612450883437e-03	6.48619447444501e-03
Ammoniphilus sp. CFH 90114	2	1.03295085386278e-04	3.30862495551426e-05
Streptomyces griseocarneus	2	5.51674316426295e-04	4.25772085300267e-04
Actinomyces sp. UMB0918	1	4.64014277533714e-05	0.00000000000000e+00
Streptococcus sp. 449_SSPC	3	3.93304690921793e-05	5.53000094421527e-06
Devosia sp. Leaf420	6	3.07152615688897e-04	3.64065277017567e-04
Jeotgalibaca ciconiae	2	2.46863639442530e-04	1.12684638483016e-04
Pseudomonas rhizophila	1	8.73692235619419e-05	0.00000000000000e+00
Candidatus Nitrospira inopinata	1	4.64014277533714e-05	0.00000000000000e+00
Pseudomonas sp. JS425	4	1.31357762651693e-04	4.15442655418651e-05
Serpentinicella alkaliphila	11	2.55405137867872e-04	2.76667075515738e-04
Pseudomonas chengduensis	60	4.99463589965987e-04	4.86841619115690e-04
Mycolicibacterium sediminis	12	3.52619850170796e-04	3.49842492730307e-04
Streptomyces spinoverrucosus	1	1.15376117489808e-04	0.00000000000000e+00
Clostridium sp. BNL1100	2	5.78346404058046e-05	1.23741954253310e-05
Granulicoccus phenolivorans	10	4.35634589929716e-04	3.40927244264095e-04
Micrococcus sp. HMSC067E09	9	3.64225698057499e-04	5.29939390525417e-04
Paracoccus sp. DMF	5	1.25238442448014e-04	9.39177850708652e-05
Salmonella sp. sc-h42	1	3.47253511210472e-04	0.00000000000000e+00
Staphylococcus haemolyticus	48	2.04429327550884e-03	1.18817828185912e-02
Solemya velesiana gill symbiont	4	1.28242301268307e-04	6.04130333806686e-05
Prevotella illustrans	4	8.50505163518725e-05	6.54250062727709e-05
Pseudomonas sp. o96-267	34	3.29327875625325e-04	6.54148792954660e-04
Lentzea tibetensis	6	1.14763649550247e-04	7.63028416023720e-05
Clostridium chauvoei	7	1.16646445412064e-04	7.00152584711049e-05
Corynebacterium sp. HMSC072D12	6	3.57795885923737e-03	7.73399898945493e-03
Pseudomonas alkylphenolica	12	1.43615570522945e-04	1.25040161954888e-04
Aspergillus aculeatinus	2	1.84916020265670e-03	1.79219540120751e-03
Micromonospora auratinigra	11	6.18112268898658e-04	8.89122667040996e-04
Blautia sp. AM23-13AC	1	1.38356026027536e-03	0.00000000000000e+00
Comamonas denitrificans	28	4.53867054406086e-04	1.18540937959569e-03
Halomonas huangheensis	1	9.28028555067428e-05	0.00000000000000e+00
Actinomyces urogenitalis	2	9.09956591851571e-05	5.52510007239389e-05
Enterobacter sp. AM17-18	1	1.30313381529303e-04	0.00000000000000e+00
Exiguobacterium sp. AT1b	3	8.34344382271951e-05	1.82291305669503e-05
Psychrobacter sp. YP14	3	6.14167662921178e-04	7.03685575130972e-04
Glycomyces artemisiae	3	9.41035831565975e-05	2.36185651053559e-05
Cryptomonas paramecium	2	8.60007508038180e-05	2.90359493546335e-05
Streptomyces sp. Mg1	3	7.89275429791555e-05	2.39388065295404e-05
Jannaschia rubra	2	1.28385943259643e-04	1.78668338977792e-05
Cryobacterium soli	18	1.27093057468836e-03	8.18586597934051e-04
Pseudomonas sp. PS1(2021)	26	1.72432461149398e-04	1.43456840380211e-04
Desulfosarcina sp. BuS5	8	9.67067590453150e-05	9.17743916708087e-05
Prevotella veroralis	13	2.36075055821401e-04	2.16111925990187e-04
Bradyrhizobium lablabi	58	3.32907279611928e-04	3.00685981273584e-04
Herbiconiux sp. VKM Ac-2851	23	1.79911262432890e-03	1.04810415238434e-03
Sclerotinia sclerotiorum	9	2.22399453687542e-04	1.73729026976300e-04
Pseudomonas sp. SK3(2021)	2	8.25182589483300e-05	4.67736004871119e-05
Pseudomonas sp. 10B238	1	7.80537454675166e-05	0.00000000000000e+00
Micromonospora sp. HK10	37	3.30761902499878e-04	2.94231228109976e-04
Shinella zoogloeoides	15	2.45212243118366e-04	2.79154614875032e-04
Thauera phenolivorans	33	2.54288393210082e-04	3.19290031521862e-04
Sphingomonas sp. Leaf412	15	1.56289449312863e-04	1.49741310144575e-04
Serratia sp. FDAARGOS_506	11	1.59816920917677e-04	7.66110046327949e-05
Methylobacterium mesophilicum	40	1.55790141039892e-03	5.95894989665103e-03
Citrobacter sp. FDAARGOS_156	3	7.65501206140924e-04	1.93392539739142e-04
Pseudomonas cichorii	68	6.42297643886512e-04	4.34820010156671e-04
Chitiniphilus shinanonensis	7	1.19745881951951e-04	3.22048452061590e-05
Streptomyces sp. BRB081	1	4.64014277533714e-05	0.00000000000000e+00
Dickeya sp. NCPPB 3274	1	2.60626763058606e-04	0.00000000000000e+00
Pseudomonas arsenicoxydans	3	2.58967517846415e-04	1.41114873588786e-04
Streptococcus sp. HMSC10A01	11	2.61878555713216e-03	5.81495380375491e-03
Streptomyces tendae	2	8.99347943613898e-05	2.05843150004739e-05
Actinomyces vulturis	1	1.74738447123884e-04	0.00000000000000e+00
Flavobacterium sp. K5-23	1	6.62400805479379e-03	0.00000000000000e+00
Propionibacterium phage PAC1	2	2.08339090188030e-04	7.00694763321981e-05
Paludibacterium yongneupense	9	1.17756193849987e-04	5.42343169923035e-05
Streptomyces liliifuscus	2	3.63497268031279e-04	2.37595036905251e-04
Caballeronia sp. EK	81	8.57040764010076e-04	5.49142406797361e-04
Slopekvirus pht4A	1	1.80418364929701e-04	0.00000000000000e+00
Rhodococcus sp. Leaf225	9	9.67253456298132e-04	2.02979134242511e-03
Formicincola oecophyllae	1	9.39552923137054e-05	0.00000000000000e+00
Salinicola sp. RZ23	2	6.22275866104440e-05	1.58261588570726e-05
Actinopolyspora biskrensis	7	2.67700042644376e-04	2.13019061848189e-04
Pontibacillus halophilus	1	9.17053433952436e-05	0.00000000000000e+00
Geodermatophilus nigrescens	9	4.95047758101317e-04	8.16324451534630e-04
Gellertiella hungarica	45	1.67248237964990e-03	2.73441197235061e-03
Psychrobacter communis	22	5.34216420178413e-04	6.93082825973850e-04
Chromobacterium sp. IIBBL 290-4	9	1.52367752351708e-04	9.03047691355108e-05
Stenotrophomonas sp. pho	14	1.16483454608069e-04	5.60763024915959e-05
Halanaerobium hydrogeniformans	2	1.85156321577826e-04	5.09773206183116e-05
Alkalihalobacillus patagoniensis	2	5.64002405086012e-05	2.12958225930334e-05
Helcococcus sueciensis	4	1.27305246133715e-04	1.20645309734051e-04
Listeria seeligeri	4	3.60148388621595e-02	6.13343444978346e-02
Buttiauxella sp. BIGb0552	5	1.20622465389708e-03	6.39548033500754e-04
Bacillus sp. Y1	10	5.23818578367822e-04	6.53632894419395e-04
Microbacterium sp. YJN-G	17	5.72241160498110e-04	3.97360204485344e-04
Microbulbifer celer	3	1.59418498483925e-04	4.18852525061479e-05
Nakamurella endophytica	5	1.83782482879343e-04	1.06282798761205e-04
Roseospira goensis	6	8.31122326898238e-05	3.32116958379936e-05
Pahexavirus pirate	6	4.44090571810671e-04	7.18919398429126e-04
Corynebacterium sp. HMSC14B06	1	4.71423308997519e-05	0.00000000000000e+00
Mesorhizobium erdmanii	1	4.71423308997519e-05	0.00000000000000e+00
Caldilinea aerophila	45	3.73983650146660e-04	9.54265337710064e-04
Pseudomonas sp. MSPm1	4	1.22219046707242e-04	3.00836370438705e-05
Alistipes putredinis	9	5.97198951942292e-04	8.96626295430781e-04
Chiayiivirga flava	2	1.93059732987664e-04	1.35287106345661e-04
Pigmentiphaga aceris	43	2.23287351231643e-04	1.32256864113840e-04
Cytobacillus solani	1	1.30501366675563e-04	0.00000000000000e+00
Pseudomonas sp. 67(2021)	1	1.55851434308543e-04	0.00000000000000e+00
Pseudoalteromonas translucida	2	1.00336152127626e-03	6.28958413430942e-04
Chryseobacterium sp. C-2	2	8.32522621257026e-05	3.68508343723313e-05
Ancylobacter lacus	1	3.25219116379661e-03	0.00000000000000e+00
Miltoncostaea oceani	69	2.16989042689994e-03	3.34597446399468e-03
Avibacterium sp. 20-132	2	1.51142402551322e-04	2.62896429713537e-05
Candidatus Paracaedibacter acanthamoebae	3	8.04007663329262e-05	3.64996841683365e-05
Streptomyces abyssalis	5	4.03025266646079e-04	5.71881149917039e-04
Burkholderia sp. LA-2-3-30-S1-D2	127	1.43497384687550e-02	6.56193186032932e-03
Pseudomonas sp. BW7P1	3	9.60217328429113e-05	5.62013708286473e-05
Pseudomonas mohnii	17	1.77495780491789e-04	1.38236179526238e-04
Xenorhabdus hominickii	9	1.02212996040897e-04	3.87137929809619e-05
Burkholderia dolosa	139	8.39743627817661e-02	4.33364134628210e-02
Dyella choica	3	8.46772344839823e-05	9.62105581849864e-06
Burkholderia sp. BCC1047	143	9.22417853609398e-02	5.29970201082188e-02
Metamycoplasma hominis	16	2.75813445425264e-04	3.25626300064150e-04
Pseudomonas monsensis	2	3.91249812610861e-04	2.82256989134330e-04
Pseudomonas thermotolerans	33	2.34019789568048e-02	1.28692182017982e-01
Magnetospirillum sp. LM-5	1	2.71793858491615e-04	0.00000000000000e+00
Pseudomonas sp. ADPe	3	9.46438584691540e-05	3.04851603106209e-05
Mycobacterium goodii	4	2.12086000310604e-04	1.91564889509280e-04
Leptospira tipperaryensis	1	9.57972959872045e-05	0.00000000000000e+00
Exiguobacterium sp. s166	1	1.71942019775396e-04	0.00000000000000e+00
Propionivibrio sp. SG131	8	4.91203800361324e-04	6.53923840784488e-04
Starkeya sp. ORNL1	3	1.03559939707737e-04	3.04418220003261e-05
Spirosoma sordidisoli	1	2.28477061017312e-04	0.00000000000000e+00
Actibacterium sp. EMB200-NS6	4	1.53742114258483e-04	5.85079941142427e-05
Listeria costaricensis	2	4.65050825488230e-03	2.39656554559808e-03
Mycoplasmopsis bovirhinis	4	1.35534273865329e-04	1.39791110288356e-04
Amycolatopsis aidingensis	3	1.71309618410050e-04	1.25954881485835e-04
Thiorhodovibrio winogradskyi	1	3.67843963533421e-04	0.00000000000000e+00
Pseudomonas sp. S07E 245	2	1.01213857814253e-04	6.54691993530350e-05
Vibrio sp. 1CM7H	2	6.89284633254002e-05	2.81905780086580e-05
Campylobacter jejuni	27	6.27174032127648e-04	1.80096445750139e-03
Paracoccus aminophilus	2	2.43846694754301e-04	1.23997268779119e-04
Ornithinimicrobium sp. HY006	12	1.22947799420553e-04	8.12061360621100e-05
Sulfobacillus thermosulfidooxidans	2	8.49618297103661e-05	4.92171712491479e-05
Thiohalospira halophila	16	1.21086357396450e-04	6.58599203044948e-05
Saliniradius amylolyticus	1	8.87160227613377e-05	0.00000000000000e+00
Noviherbaspirillum sp. UKPF54	30	3.52303241821078e-04	6.80074116210754e-04
Rhizobium hainanense	3	3.10551637817661e-04	2.12267750952825e-04
Vibrio cortegadensis	1	6.24263797899839e-05	0.00000000000000e+00
Jeotgalicoccus schoeneichii	21	7.76344550030770e-04	7.07119440379672e-04
Burkholderia sp. BCC0405	134	3.87653124881136e-02	1.88346521862135e-02
Nocardioides baculatus	22	5.81101054899137e-04	1.25435791968177e-03
Amycolatopsis balhimycina	1	9.57972959872045e-05	0.00000000000000e+00
Rhodococcus sp. ABRD24	1	1.55851434308543e-04	0.00000000000000e+00
Listeria marthii	3	1.30084699097121e-01	1.77855848919261e-01
Erwinia tracheiphila	16	3.69950790089742e-04	6.71029524506874e-04
Mycetohabitans rhizoxinica	14	1.36496317435316e-04	1.31841139482385e-04
Paenibacillus catalpae	2	2.30874527076322e-04	1.00373160400760e-04
Mycobacterium tuberculosis	145	3.74660538197499e-02	6.82666806980747e-02
Prevotella stercorea	3	8.58306270531467e-05	3.59138340732979e-05
Caldanaerobius polysaccharolyticus	1	3.91504100026688e-04	0.00000000000000e+00
Allopontixanthobacter confluentis	4	1.15129717574972e-04	5.59294156431240e-05
Acinetobacter sp. SwsAc6	2	1.46648658809891e-03	1.12316052068958e-03
Acidipropionibacterium timonense	4	6.59498984477001e-04	6.08354530830070e-04
Rhizobium sp. BK379	5	1.89366780038452e-04	2.09829792518065e-04
Vogesella sp. XCS3	9	1.41545522823272e-04	1.65406251081448e-04
Primorskyibacter sp. XY-301	1	4.64014277533714e-05	0.00000000000000e+00
Agromyces laixinhei	12	8.43123621941612e-04	4.93294371037692e-04
Clostridium sporogenes	6	7.33045993175124e-04	1.47195478914258e-03
Afipia carboxidovorans	17	2.30198826981225e-04	2.64270799305031e-04
Streptomyces sp. 891-h	3	7.87237741282873e-04	8.89222650908033e-04
Citrobacter sp. wls619	5	9.54831457651211e-04	9.81048482690995e-04
Citrobacter sp. RHB35-C21	2	1.51970068567270e-04	2.16566870379664e-05
Lacticaseibacillus nasuensis	3	1.46358599182362e-04	6.88693304098348e-05
Bacillus sp. AFS015802	24	2.06953344394110e-04	2.32016102251452e-04
Sphingobacterium arenae	1	6.61844205050983e-05	0.00000000000000e+00
Bacillus paranthracis	8	2.64298583703531e-04	3.80533799710833e-04
Staphylococcus sp. GDY8P179P	1	2.08711623150293e-02	0.00000000000000e+00
Pseudomonas lurida	5	2.06247916889664e-03	3.79649914062719e-03
Bordetella trematum	35	2.82024660349361e-04	4.97150017301916e-04
Streptomyces kebangsaanensis	6	8.40918922845066e-04	9.10160910645148e-04
Naasia sp. SYSU D00948	22	2.40355746734593e-03	1.15916432299714e-03
Corynebacterium sp. KPL1818	37	1.79353679870002e-03	6.75464434628247e-03
Thermovibrio guaymasensis	1	2.93205089336659e-04	0.00000000000000e+00
Leishmania major	17	2.98176240479932e-03	2.69516171739008e-03
Acinetobacter parvus	11	2.74922441733022e-04	4.27737538738480e-04
Acinetobacter sp. C16S1	3	1.22371862947847e-04	4.90716763736473e-05
Luteimonas mephitis	41	2.24031783105894e-04	1.45512194971435e-04
Frigidibacter albus	3	1.25696131486041e-04	1.46252922879265e-05
Paracoccus alcaliphilus	12	7.10683512289009e-04	1.90705186327503e-03
Glycomyces sp. NEAU-S30	1	3.28346839333325e-04	0.00000000000000e+00
Bacillus sp. FJAT-27231	10	2.48752300560550e-04	2.13951077947877e-04
Polaromonas sp. JS666	19	1.41364919150272e-04	8.03854648721792e-05
Allokutzneria sp. NRRL B-24872	14	4.19700904790117e-04	4.88895373408393e-04
Kushneria marisflavi	15	2.11481440417511e-04	2.24669605127578e-04
Enterobacter cloacae complex sp. P15RS	1	1.73626755605236e-04	0.00000000000000e+00
Oceanobacillus jeddahense	15	1.88937268973297e-03	2.08546787954960e-03
Acinetobacter colistiniresistens	16	1.64859273334250e-04	1.25934776121351e-04
Pseudomonas sp. p99-361	3	2.05450403150565e-04	1.12092989818773e-04
Erysipelothrix sp. A18Y020d	3	2.66469986085886e-04	1.36643057252334e-04
Selenomonas flueggei	2	1.24097490855006e-04	3.12946353482632e-05
Phreatobacter cathodiphilus	17	6.90979753489472e-04	1.48218311904756e-03
Weissella muntiaci	1	4.54604449804736e-05	0.00000000000000e+00
Geobacter benzoatilyticus	9	1.34687321587760e-04	1.47339426574156e-04
Acidihalobacter ferrooxydans	28	2.55527749977371e-04	5.83973530389997e-04
Staphylococcus sp. GDY8P55P	2	8.05648628960414e-05	1.03560270649058e-05
Paraburkholderia megapolitana	97	1.50147159184407e-03	1.15113335034339e-03
Georhizobium profundi	5	2.55967155545861e-04	3.75554968828199e-04
Methylomicrobium sp. wino1	1	2.28477061017312e-04	0.00000000000000e+00
Naegleria fowleri	31	2.87815534626663e-03	2.56381859489728e-03
Variovorax sp. KBW07	7	2.50270403395362e-04	2.79223496924493e-04
Candidatus Vallotia lariciata	27	1.95733470665494e-04	1.77792088552346e-04
Corynebacterium urealyticum	20	1.41798672239933e-03	4.50119938606968e-03
Rhodococcus sp. DMU1	1	9.45559416589840e-04	0.00000000000000e+00
Rhodopseudomonas pseudopalustris	24	3.98383909889448e-04	3.27163527132833e-04
Devosia limi	3	3.19675651623660e-04	4.06398288853051e-04
Flavisolibacter ginsenosidimutans	3	7.77290550723510e-05	7.61084446925493e-06
Streptomyces venezuelae	6	2.25628721188418e-04	2.03050143132880e-04
Fenollaria sporofastidiosus	1	6.01092304936531e-04	0.00000000000000e+00
Natrinema sp. SYSU A 869	1	9.57972959872045e-05	0.00000000000000e+00
Citrobacter werkmanii	8	3.65544324127305e-04	3.66743702953705e-04
Planktotalea lamellibrachiae	1	1.90779948493230e-04	0.00000000000000e+00
Staphylococcus xylosus	14	2.02273020818851e-03	5.36287687551318e-03
Pseudonocardia sp. DSM 110487	11	3.75413606235570e-04	3.39130546309549e-04
Treponema porcinum	2	1.65304027421389e-04	6.31730335959229e-05
Streptomyces guanduensis	4	5.51210798784886e-03	8.87732679113475e-03
Brevibacterium zhoupengii	1	9.82818948827959e-05	0.00000000000000e+00
Treponema socranskii	3	2.90243074147951e-04	1.25249720875290e-04
Xenorhabdus beddingii	20	2.08370448239076e-04	3.79206335651562e-04
Marinobacter alexandrii	2	2.88992429400440e-04	7.88515341329810e-05
Faecalibacterium sp. I3389	2	2.16131140030073e-03	1.98936938052534e-03
Burkholderia sp. MS455	131	1.94151903580053e-02	8.90582792476976e-03
Erythrobacter sp. C5	3	1.04741618452484e-04	3.61703545003411e-05
Pseudomonas sp. So3.2b	2	6.87088464082898e-04	5.99719240520957e-04
Lactococcus lactis	56	1.03349461596877e-02	6.89874854005710e-02
Aeromonas sp. JL9	1	4.07378853167422e-05	0.00000000000000e+00
Pantoea brenneri	14	4.19544144450040e-04	1.02442829833323e-03
Erysipelothrix inopinata	4	1.11287555958034e-03	7.93161353613384e-04
Mycobacterium senriense	5	3.94072713346857e-04	3.77205269320976e-04
Pseudomonas sp. BRM28	4	1.40452145789244e-03	1.01325738231172e-03
Streptococcus ratti	11	2.68978947193165e-03	3.89445384843329e-03
Lactobacillus paragasseri	2	8.05648628960414e-05	1.03560270649058e-05
Capnocytophaga sp. oral taxon 902	2	9.95489320992362e-04	8.40097194789093e-04
Mycobacterium sp. MS1601	5	1.53762449148284e-04	9.23855504734903e-05
Lactobacillus hamsteri	3	1.47574604322898e-04	6.81993514211612e-05
Bacteroides coprosuis	1	4.54604449804736e-05	0.00000000000000e+00
Streptomyces mutabilis	9	1.60688061849589e-04	1.07992324268442e-04
Pseudomonas gregormendelii	13	2.58836544137765e-03	5.82292982020499e-03
Acinetobacter piscicola	5	1.12297730668488e-04	7.63087505258119e-05
Lactobacillus equicursoris	3	1.03013974637785e-04	8.88164825433129e-05
Bacillus sp. FJAT-45350	25	2.14882555278787e-04	3.11908692684606e-04
Treponema denticola	11	2.60752510997993e-04	3.66042720509335e-04
Arthrobacter gallicola	3	5.80053381620123e-04	6.82181514680789e-04
Nonomuraea phyllanthi	6	1.53256181962393e-04	1.82168104449510e-04
Blautia sp. SC05B48	3	2.84078136540348e-03	3.86157835326404e-03
Seinonella peptonophila	3	7.03554098572013e-05	4.27392397010787e-05
Streptococcus entericus	22	1.73710110213616e-03	3.26014937554496e-03
Weissella viridescens	3	9.15191479148262e-05	5.13854744281334e-05
Penicillium solitum	14	1.67282815383981e-03	5.32555924081122e-03
Loktanella salsilacus	8	1.60149785045399e-04	1.08535667830769e-04
Laribacter hongkongensis	29	1.84886591938988e-04	2.21537687345900e-04
Bradyrhizobium sp. WYCCWR 12678	2	1.33893794245821e-04	4.65245706838795e-05
Paludisphaera borealis	2	3.92649526066719e-04	3.51911640749977e-04
Taylorella asinigenitalis	6	5.17351045218735e-04	8.85485017480019e-04
Bacteroides sp. OF03-11BH	1	1.38356026027536e-03	0.00000000000000e+00
Pseudomonas sp. JUb52	4	9.39376162443961e-04	1.41866938059924e-03
Acetivibrio cellulolyticus	4	1.09883997850104e-04	2.62347276426702e-05
Streptomyces sporangiiformans	1	1.91594591974409e-04	0.00000000000000e+00
Ignatzschineria ureiclastica	4	9.70836045386452e-05	2.48560874562230e-05
Vibrio tapetis	15	2.03410465293778e-04	1.60868498401650e-04
Aphanomyces astaci	2	8.86872712791863e-04	6.56799312474960e-04
Amycolatopsis sp. GM8	2	7.79220140881378e-04	2.26635953298940e-04
Blastomonas marina	1	8.73692235619419e-05	0.00000000000000e+00
Cobetia sp. L2A1	2	5.65598893462416e-05	2.08152308850234e-05
Kwoniella pini	10	2.80885058390397e-02	5.25102852283617e-02
Bacillus sp. S1-R5C1-FB	21	2.63304627049318e-04	2.85304658371922e-04
Sulfurimonas paralvinellae	8	2.01646567630950e-03	2.06352687284416e-03
Psychrobacter pacificensis	1	2.32785077917821e-04	0.00000000000000e+00
Erwinia sp. B116	3	1.21799144813747e-04	4.23632927516367e-05
Limosilactobacillus frumenti	1	1.13394639767341e-04	0.00000000000000e+00
Corynebacterium variabile	20	4.19548687402374e-04	7.41184733633120e-04
Brucella sp. 09RB8471	1	1.29291859435442e-04	0.00000000000000e+00
Leisingera aquaemixtae	3	8.51013404774950e-05	3.24488783020563e-05
Leptotrichia shahii	6	5.20297827361230e-04	9.26428678705041e-04
Halomonas sp. A40-4	5	2.40444706556014e-04	3.28709841320268e-04
Clostridium cellulovorans	3	1.53911534743514e-04	6.77466085503860e-05
